0,weapon,none,,,,
573,attachment,bolt_lgt_p20,0,iw9,,featuregroup_jup_launch_base
574,attachment,reflex02,1,iw9,,featuregroup_jup_launch_base
575,attachment,bar_ar_shorthvy_p01,2,iw9,,featuregroup_jup_launch_base
578,attachment,ammo_50p_op,3,iw9,LAUNCH,featuregroup_jup_launch_base
585,attachment,bar_br_short_p18,4,iw9,,featuregroup_jup_launch_base
589,attachment,silencer_asierra12,5,iw9,,
593,attachment,stock_sh_light_p12,6,iw9,,featuregroup_jup_launch_base
595,attachment,lasercyl_ads03,7,iw9,,featuregroup_jup_launch_base
597,attachment,ammo_762n_hp,8,iw9,LAUNCH,featuregroup_jup_launch_base
599,attachment,grip_angled11,9,iw9,LAUNCH,featuregroup_jup_launch_base
601,attachment,pgrip_aim_p09,10,iw9,LAUNCH,featuregroup_jup_launch_base
602,attachment,ammo_762s_ap,11,iw9,LAUNCH,featuregroup_jup_launch_base
603,attachment,bolt_lgt_p12,12,iw9,,featuregroup_jup_launch_base
604,attachment,rec_la700,13,iw9,,featuregroup_jup_launch_base
609,attachment,bar_sn_heavy_p20,14,iw9,,featuregroup_jup_launch_base
612,attachment,mag_sm_large_p11,15,iw9,,
618,attachment,ironsdefault_mkilo3,16,iw9,,
620,attachment,ammo_458s_ap,17,iw9,LAUNCH,featuregroup_jup_launch_base
621,attachment,silencer06_ar,18,iw9,,featuregroup_jup_launch_base
623,attachment,flash_dm_03,19,iw9,,featuregroup_jup_launch_base
625,attachment,ammo_556n_hp,20,iw9,LAUNCH,featuregroup_jup_launch_base
628,attachment,stock_ar_p05,21,iw9,,featuregroup_jup_launch_base
630,attachment,ammo_9p_hp,22,iw9,LAUNCH,featuregroup_jup_launch_base
632,attachment,iw9_ironsdefault_beta,23,iw9,,featuregroup_jup_launch_base
633,attachment,bar_lm_p03,24,iw9,,featuregroup_jup_launch_base
635,attachment,stock_ar_p04,25,iw9,,featuregroup_jup_launch_base
636,attachment,bar_sh_short_p12,26,iw9,,featuregroup_jup_launch_base
638,attachment,ironsdefault_beta,27,iw9,,
639,attachment,lasercyl_ads02,28,iw9,,featuregroup_jup_launch_base
640,attachment,bar_dm_hvyass_p38,29,iw9,,featuregroup_jup_launch_base
646,attachment,pgrip_aim_p23,30,iw9,LAUNCH,featuregroup_jup_launch_base
647,attachment,silencer_50cal,31,iw9,,
650,attachment,bar_lm_long_p04,32,iw9,,featuregroup_jup_launch_base
652,attachment,bolt_hvy_p20,33,iw9,,featuregroup_jup_launch_base
656,attachment,bar_pi_long_p27,34,iw9,,featuregroup_jup_launch_base
659,attachment,thermal01,35,iw9,,
662,attachment,silencer06_dm,36,iw9,,featuregroup_jup_launch_base
664,attachment,triggrip_stimpistol,37,iw9,LAUNCH,
666,attachment,iw9_rec_scharlie,38,iw9,,featuregroup_jup_launch_base
672,attachment,mag_sm_p11,39,iw9,,
675,attachment,mag_sm_p01,40,iw9,,featuregroup_jup_launch_base
676,attachment,laserbox_ads02,41,iw9,,featuregroup_jup_launch_base
681,attachment,ub_gl_akilo,42,iw9,,featuregroup_jup_launch_base
683,attachment,bar_ar_short_p02,43,iw9,,featuregroup_jup_launch_base
685,attachment,barsil_sm_p07,44,iw9,,featuregroup_jup_launch_base
686,attachment,trigger_hair_p24,45,iw9,,featuregroup_jup_launch_base
689,attachment,bartube_sh_short_p13,46,iw9,,featuregroup_jup_launch_base
690,attachment,bar_ar_hvylong_p04,47,iw9,,featuregroup_jup_launch_base
693,attachment,ammo_9p_ap,48,iw9,LAUNCH,featuregroup_jup_launch_base
696,attachment,stockr_dm_p18,49,iw9,,featuregroup_jup_launch_base
697,attachment,ironsdefault_mpapa7,50,iw9,,featuregroup_jup_launch_base
701,attachment,tube_7_12g_mike1014,51,iw9,,featuregroup_jup_launch_base
705,attachment,wireh_crossbow,52,iw9,,
707,attachment,pgrip_aim_p05,53,iw9,LAUNCH,featuregroup_jup_launch_base
708,attachment,pgrip_ass_p26,54,iw9,LAUNCH,featuregroup_jup_launch_base
710,attachment,ammo_545s_hv,55,iw9,BETA,featuregroup_jup_launch_base
714,attachment,belt_lm_large_p02,56,iw9,,featuregroup_jup_launch_base
719,attachment,mag_ar_light_p04,57,iw9,,featuregroup_jup_launch_base
720,attachment,stock_sm_heavy_p07,58,iw9,,featuregroup_jup_launch_base
724,attachment,pgrip_ass_p15,59,iw9,LAUNCH,featuregroup_jup_launch_base
729,attachment,pgrip_tac_p21,60,iw9,LAUNCH,featuregroup_jup_launch_base
734,attachment,tube_2_12g_charlie725,61,iw9,,featuregroup_jup_launch_base
737,attachment,belt_lm_large_p17,62,iw9,,featuregroup_jup_launch_base
739,attachment,selectsemi_falpha,63,iw9,,
740,attachment,breacher_charlie725_01,64,iw9,,featuregroup_jup_launch_base
741,attachment,mag_ar_large_p02,65,iw9,,featuregroup_jup_launch_base
743,attachment,bgrip_hvy_p03,66,iw9,LAUNCH,featuregroup_jup_launch_base
746,attachment,silencer03_pstl,67,iw9,,featuregroup_jup_launch_base
747,attachment,ammo_500sw_hp,68,iw9,LAUNCH,featuregroup_jup_launch_base
751,attachment,silencer02_sh,69,iw9,,featuregroup_jup_launch_base
752,attachment,stock_dm_light_p18,70,iw9,,featuregroup_jup_launch_base
754,attachment,iw9_ironsdefault_mike4,71,iw9,,featuregroup_jup_launch_base
758,attachment,ironsdefault_scharlie,72,iw9,,
763,attachment,silencer_decho,73,iw9,,featuregroup_jup_launch_base
765,attachment,bar_sn_long_p22,74,iw9,,featuregroup_jup_launch_base
766,attachment,mag_ar_large_p01,75,iw9,,featuregroup_jup_launch_base
769,attachment,bar_sm_heavy_p07,76,iw9,,featuregroup_jup_launch_base
771,attachment,bar_ar_p01,77,iw9,,featuregroup_jup_launch_base
772,attachment,stockno_sm_p01,78,iw9,,featuregroup_jup_launch_base
773,attachment,mag_sm_small_p08,79,iw9,,featuregroup_jup_launch_base
775,attachment,stock_sn_p01,80,iw9,,featuregroup_jup_launch_base
776,attachment,mag_ar_small_p01,81,iw9,,featuregroup_jup_launch_base
788,attachment,silencer_oilcan,82,iw9,,featuregroup_jup_launch_base
789,attachment,mag_br_p18,83,iw9,,featuregroup_jup_launch_base
798,attachment,flash_sn_01,84,iw9,LAUNCH,featuregroup_jup_launch_base
799,attachment,mag_sm_p03,85,iw9,,featuregroup_jup_launch_base
803,attachment,drum_br_p05,86,iw9,,featuregroup_jup_launch_base
807,attachment,drum_lm_p03,87,iw9,,featuregroup_jup_launch_base
811,attachment,bar_sh_long_p14,88,iw9,,featuregroup_jup_launch_base
813,attachment,comp_sn_01,89,iw9,,featuregroup_jup_launch_base
822,attachment,bar_sn_hvylong_p22,90,iw9,,featuregroup_jup_launch_base
825,attachment,shscope02,91,iw9,,featuregroup_jup_launch_base
830,attachment,bar_lm_p16,92,iw9,,featuregroup_jup_launch_base
832,attachment,stock_sm_heavy_p09,93,iw9,,featuregroup_jup_launch_base
834,attachment,bar_ar_p08,94,iw9,,featuregroup_jup_launch_base
835,attachment,bar_dm_light_p38,95,iw9,,featuregroup_jup_launch_base
836,attachment,ub_glmini01_xmags,96,iw9,,featuregroup_jup_launch_base
837,attachment,mag_pi_xlarge_p27,97,iw9,,featuregroup_jup_launch_base
838,attachment,rec_aviktor,98,iw9,,featuregroup_jup_launch_base
841,attachment,ammo_9p_op,99,iw9,LAUNCH,featuregroup_jup_launch_base
842,attachment,ammo_45acp_notracer,100,iw9,LAUNCH,featuregroup_jup_launch_base
843,attachment,grip_angled14,101,iw9,LAUNCH,featuregroup_jup_launch_base
845,attachment,barsil_dm_p19,102,iw9,,featuregroup_jup_launch_base
847,attachment,bar_dm_light_p20,103,iw9,,featuregroup_jup_launch_base
849,attachment,pgrip_ass_p04,104,iw9,LAUNCH,featuregroup_jup_launch_base
850,attachment,pgrip_p06,105,iw9,LAUNCH,featuregroup_jup_launch_base
855,attachment,ironsdefault_mpapax,106,iw9,,featuregroup_jup_launch_base
856,attachment,holorange01,107,iw9,,featuregroup_jup_launch_base
857,attachment,ub_gl01_xmags,108,iw9,,featuregroup_jup_launch_base
863,attachment,rec_apapa,109,iw9,,featuregroup_jup_launch_base
864,attachment,ammo_762s,110,iw9,LAUNCH,featuregroup_jup_launch_base
867,attachment,comp_decho_01,111,iw9,,featuregroup_jup_launch_base
869,attachment,ammo_9m_hp,112,iw9,LAUNCH,featuregroup_jup_launch_base
871,attachment,stockr_dm_heavy_p20,113,iw9,,featuregroup_jup_launch_base
872,attachment,ironsdefault_charlie725,114,iw9,,
873,attachment,stock_sm_p01,115,iw9,,featuregroup_jup_launch_base
875,attachment,bargrip_ar_long_p03,116,iw9,LAUNCH,featuregroup_jup_launch_base
877,attachment,belt_lm_p02,117,iw9,,featuregroup_jup_launch_base
878,attachment,rec_mpapa7,118,iw9,,featuregroup_jup_launch_base
879,attachment,mag_br_large_p01,119,iw9,,featuregroup_jup_launch_base
880,attachment,belt_lm_large_p16,120,iw9,,featuregroup_jup_launch_base
882,attachment,bar_sm_heavy_p24,121,iw9,,featuregroup_jup_launch_base
886,attachment,mag_ar_xlarge_p06,122,iw9,,featuregroup_jup_launch_base
887,attachment,ironsdefault_smgolf45,123,iw9,,
889,attachment,ironsdefault_rkilo,124,iw9,,featuregroup_jup_launch_base
890,attachment,pgrip_p11,125,iw9,LAUNCH,
893,attachment,mag_sn_p20,126,iw9,,featuregroup_jup_launch_base
899,attachment,pgrip_ass_p03,127,iw9,LAUNCH,featuregroup_jup_launch_base
